Direction,Date,Message
Sent,"2025-09-01 18:45:57","￼it only matters so you get just how insanely more compatible we are and how incredible it feels to find someone who actually sees me and understands"
Sent,"2025-09-01 18:49:32","i just want you. i can't tell you how positive and ready and unshakable i feel about that.

i am all yours and i will be all yours and   i'll make sure you don't ever feel like i'm not totally and completely devoted to you"
Sent,"2025-09-01 18:59:39","and to be clear there’s no overlap or cross-over or anyone else in the picture at all. I haven’t been with anyone in almost 4 months and now i am committed to you exclusively. 

  "
Received,"2025-09-01 19:00:43","Baby lovvvvveee"
Received,"2025-09-01 19:01:11","Loved “i just want you. i can't tell you how positive and…”"
Received,"2025-09-01 19:01:38","I’ll ask the specifics "
Sent,"2025-09-01 19:02:25","that’s always fine and i want the dynamic to be you know you don’t have to pick your battles on shit because i want you to always have the info"
Sent,"2025-09-01 19:02:43","you can go through my phone and that’s not a bad thing to me"
Received,"2025-09-01 19:03:23","I will be home officially in 30 mins and you agent undivided attention. I’ve been on the move all day and I can’t wait to go back and reread them "
Sent,"2025-09-01 19:03:42","take your time asshole i will sit here and ramble about cheesy shit all night lmao"
Received,"2025-09-01 19:03:49","You don’t own one if I date you lol"
Received,"2025-09-01 19:03:55","We share maybe idk"
Sent,"2025-09-01 19:04:00","can i be honest"
Sent,"2025-09-01 19:04:03","i kinda love that"
Sent,"2025-09-01 19:04:16","i barely have one to begin with"
Received,"2025-09-01 19:04:31","There has to be a catch "
Sent,"2025-09-01 19:04:33","SEE THAT’S WHY I HAVEN’T GOTTEN A NEW ONE"
Received,"2025-09-01 19:04:34",Here
Sent,"2025-09-01 19:05:34","no catch i just think like you do and i want you to feel happy and safe"
Sent,"2025-09-01 19:05:49","hey go do your stuff i’ll be here when you finish"
Received,"2025-09-01 19:05:49","Listen I need a pic of your birth certificate I have to look up just one thing one and I won’t tell you anything else but it’s highly highly important just trust me"
Sent,"2025-09-01 19:05:55",10-4
Received,"2025-09-01 19:06:06","Thank you"
Sent,"2025-09-01 19:06:37","(((((((((((( i love you )))))))))))))))))"
Sent,"2025-09-01 19:07:19","￼\"
Sent,"2025-09-01 19:08:18","Listen I need a pic of your pussy I have to look up in it just one thing one and I won’t tell you anything else but it’s highly highly important just trust me"
Received,"2025-09-01 19:11:15",Bahahahaha
Received,"2025-09-01 19:11:20","Was your time tight?"
Received,"2025-09-01 19:11:22","Right? "
Received,"2025-09-01 19:11:24",Fuck
Sent,"2025-09-01 19:18:30","hold on i did something real dumb lmao"
Sent,"2025-09-01 19:19:07","i took the keyboard apart on my iMac and uh…it’s being a bit uncooperative"
Sent,"2025-09-01 19:19:13","it’s like tom. it’s not well"
Received,"2025-09-01 19:20:22","Ummm why? I was going to tell you too I fuckibg forgot my service might suck at my moms lol"
Sent,"2025-09-01 19:20:29","hey by the way you can/should use FaceTime audio or just FaceTime as first option for calls because it’s the one thing i haves er"
Sent,"2025-09-01 19:20:32",OMG
Received,"2025-09-01 19:20:34","So "
Sent,"2025-09-01 19:20:39","it’s the one thing i have service everywhere"
Sent,"2025-09-01 19:20:41","why are we the same"
Sent,"2025-09-01 19:21:13","sweetie do not worry you’re fine i’m just so stoked i found you"
Sent,"2025-09-01 19:21:25","you can’t possibly know"
Received,"2025-09-01 19:21:39","Noooo listen what about … idk you tell me"
Received,"2025-09-01 19:21:46","What’sapp?"
Received,"2025-09-01 19:21:53","Does that go off WiFi? "
Received,"2025-09-01 19:21:56","I have WiFi "
Sent,"2025-09-01 19:23:06","yes it does"
Sent,"2025-09-01 19:23:11","but so does i message"
Sent,"2025-09-01 19:23:13","and FaceTime"
Sent,"2025-09-01 19:23:22","hey i was thinking"
Sent,"2025-09-01 19:23:27","even if you don’t want to date me"
Received,"2025-09-01 19:23:29","You’ll have to tell me what to do "
Sent,"2025-09-01 19:23:33","you should pretend for like a week so i can justify"
Sent,"2025-09-01 19:23:35","getting rid of my phone"
Sent,"2025-09-01 19:23:38",lmao
Received,"2025-09-01 19:23:41","Lol I got you"
Received,"2025-09-01 19:23:48","Your BC has no birth time"
Sent,"2025-09-01 19:23:48","what a fucking perk"
Sent,"2025-09-01 19:23:57","i think it’s 6am let me ask suz"
Received,"2025-09-01 19:24:03","That’s what matters. Without it it’s useless"
Received,"2025-09-01 19:24:25","Other than latitude and longitude "
Received,"2025-09-01 19:24:29","But that’s easy"
Sent,"2025-09-01 19:25:04",6:08pm
Sent,"2025-09-01 19:25:08","uniontown hospital"
Sent,"2025-09-01 19:25:20","i had it exactly wrong"
Sent,"2025-09-01 19:25:23","pm not am"
Sent,"2025-09-01 19:25:31","makes sense i’m a night owl"
Sent,"2025-09-01 19:29:23","￼oh good god now suz is already ripping out books"
Sent,"2025-09-01 19:29:48","CLASSIC VIRGO, HUH 🙄"
Sent,"2025-09-01 19:35:35","oh fuck i have an idea…….

this one is pretty far out but i like it so.. if you’re into it we’re going to do it"
Sent,"2025-09-01 19:36:38","i have an indoor security camera"
Sent,"2025-09-01 19:36:43","in my room "
Sent,"2025-09-01 19:38:13","that i could give you access to"
Received,"2025-09-01 19:38:21","You’re not .. a Virgo lol"
Sent,"2025-09-01 19:38:26","my mom is a virgo"
Received,"2025-09-01 19:38:35","Oh lmao"
Received,"2025-09-01 19:39:18","How sure is she though? Don’t ask her she’ll be so offended. The literal minute matters. "
Received,"2025-09-01 19:39:27","Loved “my mom is a virgo”"
Received,"2025-09-01 19:39:31","Loved “i have an indoor security camera”"
Received,"2025-09-01 19:39:37","Oh really?"
Received,"2025-09-01 19:40:02","I don’t like to look without official documents but …"
Received,"2025-09-01 19:40:20","I actually won’t "
Sent,"2025-09-01 19:40:23","i’m just putting myself in your position"
Sent,"2025-09-01 19:40:57","and like what would i be worried about or what would make me feel better or what would show that the person saying they are trustworthy is actually telling the truth"
Sent,"2025-09-01 19:41:14","hey we could even lie to ourselves"
Sent,"2025-09-01 19:41:22","and say it’s for you to watch me naked and stuff"
Sent,"2025-09-01 19:41:37","and just leave any other purpose unspoken"
Received,"2025-09-01 19:41:46","But I know enough to play with that time to see if it works out. My x from December I guessed his birth time off by 3 minutes. We ordered it to test it. Being able to even guess the hour is insanity but if it would have been 15 mins prior or after his parents both wouldn’t have died when he was young XYZ"
Received,"2025-09-01 19:42:02","Loved “and say it’s for you to watch me naked and stuff”"
Received,"2025-09-01 19:42:11",Mmmmmm
Received,"2025-09-01 19:42:19","You’re wild"
Sent,"2025-09-01 19:42:51","i want you.
whatever it takes."
Sent,"2025-09-01 19:43:33","plus i know i would need some convincing to believe me"
Sent,"2025-09-01 19:43:46","so i’m doing the convincing proactively"
Sent,"2025-09-01 19:43:53","hold on i’m going to find it "
Sent,"2025-09-01 20:01:55","￼"
Sent,"2025-09-01 20:02:42","“you should tag along with me. bring kristin”"
Sent,"2025-09-01 20:02:55","the only real response is"
Sent,"2025-09-01 20:03:37","if she and i were to go i can assure you it would not be as a “tag along” with TOM MAISON lo"
Received,"2025-09-01 20:15:03","But wait"
Received,"2025-09-01 20:15:11","He hates me tho?"
Sent,"2025-09-01 20:15:25","i don’t think that’s true but even if it was"
Sent,"2025-09-01 20:15:33","tom knows"
Received,"2025-09-01 20:15:34","He said it lol"
Sent,"2025-09-01 20:16:08","he won’t see me ever unless he accommodates "
Received,"2025-09-01 20:16:26",Hey
Received,"2025-09-01 20:16:36","I’m in and out of SOS mode"
Received,"2025-09-01 20:16:53","Accommodates what?"
Received,"2025-09-01 20:17:39","I hope our texts don’t get lost in translation more than they already do"
Received,"2025-09-01 20:17:47","I’ll keep a better eye on them "
Received,"2025-09-01 20:18:11","Messenger is way better for me tho personally. I’ll even bust out the chrome book fr"
Received,"2025-09-01 20:18:19","You must be really special "
Received,"2025-09-01 20:18:36","Or find some website we can go to"
Received,"2025-09-01 20:19:54","￼"
Received,"2025-09-01 20:19:54","This is pure chaos"
Received,"2025-09-01 20:19:54","Idk if the pic will go through"
Received,"2025-09-01 20:19:59","I’m sitting in the same spot I found out Danny died. Trips me up"
Received,"2025-09-01 20:20:03","I’m outside"
Sent,"2025-09-01 20:20:44","so wait you’re staying with your mom and step dad now right"
Sent,"2025-09-01 20:20:52","sorry i’m slow please forgive"
Received,"2025-09-01 20:20:52","Yes about to kill myself"
Sent,"2025-09-01 20:20:59","in the basement???"
Received,"2025-09-01 20:21:02","It’s fine I’ve been vague"
Received,"2025-09-01 20:21:06",Yes
Sent,"2025-09-01 20:21:10","YESSSS KRISTIN"
Sent,"2025-09-01 20:21:17","MOM’S HOUSE BASEMENT GANG"
Received,"2025-09-01 20:21:22","Loved “MOM’S HOUSE BASEMENT GANG”"
Sent,"2025-09-01 20:21:49","you made me so happy"
Received,"2025-09-01 20:21:52","It’s honestly where I belong in the worst way but I’m not happy plus I own ALL TJIS SHIT I WSNTED A BACKPACK 🎒 "
Sent,"2025-09-01 20:21:53","talking about moving"
Received,"2025-09-01 20:22:40","￼"
Received,"2025-09-01 20:22:40","Just looks like he’ll"
Received,"2025-09-01 20:22:40",HELL
Received,"2025-09-01 20:22:47","I have a whole kitchen"
Received,"2025-09-01 20:22:50",Stupid
Received,"2025-09-01 20:22:56","Well lighting"
Sent,"2025-09-01 20:22:59","i was doing a spot check on your minimalism"
Sent,"2025-09-01 20:23:14","you qualify but it’s close"
Received,"2025-09-01 20:23:23","￼"
Received,"2025-09-01 20:23:51","￼"
Received,"2025-09-01 20:24:13","￼"
Received,"2025-09-01 20:25:06","￼"
Received,"2025-09-01 20:25:42","￼"
Received,"2025-09-01 20:25:44","￼"
Received,"2025-09-01 20:25:47","￼"
Sent,"2025-09-01 20:25:54","￼marry me"
Received,"2025-09-01 20:26:30","￼"
Received,"2025-09-01 20:26:30",Lol
Sent,"2025-09-01 20:26:40","￼hi girl"
Received,"2025-09-01 20:26:59","￼"
Sent,"2025-09-01 20:27:14","i’m going to win over beauty "
Sent,"2025-09-01 20:27:22","on my way to winning over her owner "
Received,"2025-09-01 20:27:30","￼"
Received,"2025-09-01 20:27:32","￼"
Received,"2025-09-01 20:27:47","￼"
Sent,"2025-09-01 20:28:03","hmmmmmmmm….. i need to see the prompts"
Sent,"2025-09-01 20:28:08","my first thought is "
Sent,"2025-09-01 20:28:22","idk actually"
Received,"2025-09-01 20:28:29",Great
Received,"2025-09-01 20:28:32","Good start"
Sent,"2025-09-01 20:28:54","i think those are like For boring people but we would completely disregard the actual meaning of the prompts and find a way to make it fun"
Sent,"2025-09-01 20:29:40","i love how fucking snarky and sarcastic you are it’s incredible"
Sent,"2025-09-01 20:29:51","honestly though"
Sent,"2025-09-01 20:30:17","the thought of being with someone who follows politics even a little…let alone glued to it like you are"
Sent,"2025-09-01 20:30:45","why do you do this to me i could sit here and rave about how great you are until we both die of old age"
Received,"2025-09-01 20:35:35","￼"
Received,"2025-09-01 20:36:10","￼"
Sent,"2025-09-01 20:38:01","i am going"
Sent,"2025-09-01 20:38:03","to smash"
Sent,"2025-09-01 20:38:05","the phone"
Sent,"2025-09-01 20:38:16","OH OH OH books"
Received,"2025-09-01 20:38:21","I never wanted to be I rebelled against it purposely thinking that would make change and focused more on laws and other things - but yea no they got us right where they want us. A lot of people think that way tho how I used to but I dove in 5 months ago and like I said I’ve always known the macro perspective. Very simple. The micro I never got into until now"
Received,"2025-09-01 20:39:18","The book of laws looks sick I can’t wait "
Received,"2025-09-01 20:39:33","Same difference/concept "
Sent,"2025-09-01 20:39:37","￼"
Received,"2025-09-01 20:39:43",Mmhm
Sent,"2025-09-01 20:39:45","remember i asked you who came up with synchronicity"
Sent,"2025-09-01 20:39:50",Jung
Received,"2025-09-01 20:39:53",Here
Sent,"2025-09-01 20:40:13","malcolm gladwell very nice"
Sent,"2025-09-01 20:40:27","i wanna see what the rule of laws is"
Sent,"2025-09-01 20:40:32","like hamarabi’s code?"
Received,"2025-09-01 20:40:57","￼"
Received,"2025-09-01 20:41:38","￼"
Received,"2025-09-01 20:42:19","￼"
Received,"2025-09-01 20:42:19","I just sent 3 pics lmk if they came"
Received,"2025-09-01 20:42:19","This shit is retarded it’s 2025. But I’m also retarded idk how to know if I have iMessage turned on or not bc I just don’t care … but - I think I do"
Received,"2025-09-01 20:43:06","I lost my vape"
Received,"2025-09-01 20:43:12","Where the fuck are you"
Received,"2025-09-01 20:43:16",Lol
Sent,"2025-09-01 20:51:10","i her"
Sent,"2025-09-01 20:51:39","￼"
Sent,"2025-09-01 20:51:41","i wanted to show off too"
Sent,"2025-09-01 20:52:06","too bad you can’t even see the titles on mine UGH kristin kill me"
Sent,"2025-09-01 20:52:14","also what’s bedtime tonight"
Sent,"2025-09-01 20:52:23","🥰"
Sent,"2025-09-01 20:52:52","i want to get the camera set up tonight"
Sent,"2025-09-01 20:53:21","okay so you didn’t like the root password but do you at least appreciate the location and potentially the camera"
Received,"2025-09-01 21:03:35","We’re perfect together forsure"
Received,"2025-09-01 21:03:50","Only half I can read but I love it all"
Received,"2025-09-01 21:04:35","George Dubz and the law of human nature but yet don’t know … human nature by MJ"
Received,"2025-09-01 21:04:54","Wait. What is Root?"
